"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.document_url","Answer.category.label","Approve","Reject"
"3LVTFB9DE6IYUG1CBMMG1TKQGOCGQK","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:29 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:29 PDT 2022","","","3HWRJOOET62EA2ISNXQZKA93GHNSEP","A2P3OVSEX9AY3H","Submitted","Sun Mar 13 13:21:11 PDT 2022","Sun Mar 13 13:21:38 PDT 2022","Wed Mar 16 13:21:38 PDT 2022","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Sally_Hawkins","Person has never been married"
"3LVTFB9DE6IYUG1CBMMG1TKQGOCGQK","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:29 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:29 PDT 2022","","","3DBQWDE4Y7YHY6XU40GAHMTKGPHN58","AW9XDQUO5D3G5","Submitted","Sun Mar 13 13:25:34 PDT 2022","Sun Mar 13 13:26:07 PDT 2022","Wed Mar 16 13:26:07 PDT 2022","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Sally_Hawkins","Person has never been married"
"3QO7EE372PN23ZT1V0U20ITT0BKQBD","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:49 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:49 PDT 2022","","","3G2UL9A02EEOEP5LTC9QDVLUC5Q760","A1PLE7Z7LQF3Y1","Submitted","Sun Mar 13 13:37:07 PDT 2022","Sun Mar 13 13:37:20 PDT 2022","Wed Mar 16 13:37:20 PDT 2022","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Neve_Campbell","Person has been married, got divorced"
"3QO7EE372PN23ZT1V0U20ITT0BKQBD","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:49 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:49 PDT 2022","","","3SLE99ER0ODD4BSM8YIHFV0L0ZFZB6","A2G9X9TG2XIUDO","Submitted","Sun Mar 13 13:44:11 PDT 2022","Sun Mar 13 13:44:28 PDT 2022","Wed Mar 16 13:44:28 PDT 2022","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Neve_Campbell","Person has been married, got divorced"
"3QO7EE372PN23ZT1V0U20ITT0BKQBD","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:49 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:49 PDT 2022","","","3K2755HG5T30ERZ6LIFG7T83RFWDF2","AW9XDQUO5D3G5","Submitted","Sun Mar 13 13:38:21 PDT 2022","Sun Mar 13 13:39:29 PDT 2022","Wed Mar 16 13:39:29 PDT 2022","","","","68","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Neve_Campbell","Person has been married, got divorced"
"3TFJJUELSIP4LLJM7P0WFK182Q62CI","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:28 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:28 PDT 2022","","","39GHHAVOMGR3JX29BX58JN6P79J4JI","A1LUTT0JNPXCJ1","Submitted","Sun Mar 13 13:30:51 PDT 2022","Sun Mar 13 13:31:04 PDT 2022","Wed Mar 16 13:31:04 PDT 2022","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Christopher_Walken","Person is married, never divorced"
"3TFJJUELSIP4LLJM7P0WFK182Q62CI","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:28 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:28 PDT 2022","","","3O6CYIULEE1O6FWNX2F5LHYR8IFWUR","A2ZE2IPHK152KA","Submitted","Sun Mar 13 13:30:56 PDT 2022","Sun Mar 13 13:31:08 PDT 2022","Wed Mar 16 13:31:08 PDT 2022","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Christopher_Walken","Person is married, never divorced"
"3TFJJUELSIP4LLJM7P0WFK182Q62CI","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:28 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:28 PDT 2022","","","3L6L49WXW1XVCYNOMV1EIDNKP8L45T","A3RR91G2KJO9NI","Submitted","Sun Mar 13 13:13:26 PDT 2022","Sun Mar 13 13:13:34 PDT 2022","Wed Mar 16 13:13:34 PDT 2022","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Christopher_Walken","Person is married, never divorced"
"3TC2K6WK9H229IT9QDKRDY5PCZL28C","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:26 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:26 PDT 2022","","","3HMIGG0U4M6UXNKA90WOAM1IMZLY8A","A1PLE7Z7LQF3Y1","Submitted","Sun Mar 13 13:23:18 PDT 2022","Sun Mar 13 13:23:53 PDT 2022","Wed Mar 16 13:23:53 PDT 2022","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Margot_Robbie","Person is married, never divorced"
"3TC2K6WK9H229IT9QDKRDY5PCZL28C","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:26 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:26 PDT 2022","","","3MRNMEIQW66MEJ927TIE26DNOBFDL4","A2ZE2IPHK152KA","Submitted","Sun Mar 13 13:23:46 PDT 2022","Sun Mar 13 13:24:10 PDT 2022","Wed Mar 16 13:24:10 PDT 2022","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Margot_Robbie","Person is married, never divorced"
"3TC2K6WK9H229IT9QDKRDY5PCZL28C","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:26 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:26 PDT 2022","","","3WYP994K18R7T91MGLZQQ85RG4UY6N","A3RR91G2KJO9NI","Submitted","Sun Mar 13 13:15:33 PDT 2022","Sun Mar 13 13:15:48 PDT 2022","Wed Mar 16 13:15:48 PDT 2022","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Margot_Robbie","Person is married, never divorced"
"3Z56AA6EK505C8EE7G6D8TNWC9C6ML","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:26 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:26 PDT 2022","","","33UKMF931AKHELD42SKKT15QLANTT4","A1366LR1S7TYG","Submitted","Sun Mar 13 13:12:58 PDT 2022","Sun Mar 13 13:14:20 PDT 2022","Wed Mar 16 13:14:20 PDT 2022","","","","82","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Jennifer_Love_Hewitt","Person is married, never divorced"
"3Z56AA6EK505C8EE7G6D8TNWC9C6ML","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:26 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:26 PDT 2022","","","3OXV7EAXLFQ6D64YR0600E9E73136O","A1PLE7Z7LQF3Y1","Submitted","Sun Mar 13 13:21:44 PDT 2022","Sun Mar 13 13:22:26 PDT 2022","Wed Mar 16 13:22:26 PDT 2022","","","","42","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Jennifer_Love_Hewitt","Person is married, never divorced"
"3Z56AA6EK505C8EE7G6D8TNWC9C6ML","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:26 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:26 PDT 2022","","","34S9DKFK74PF0U7EF2L7SJRDBUMNYP","A9WHHKH0HKTOM","Submitted","Sun Mar 13 13:29:07 PDT 2022","Sun Mar 13 13:30:55 PDT 2022","Wed Mar 16 13:30:55 PDT 2022","","","","108","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Jennifer_Love_Hewitt","Person is married, never divorced"
"3YOAVL4CA1HRWS9J3H3SJXZRVMO4ZF","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:29 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:29 PDT 2022","","","39GAF6DQWS0VIT5K540PODAGQCG1VN","A2482EUQAOL9X8","Submitted","Sun Mar 13 13:30:26 PDT 2022","Sun Mar 13 13:30:50 PDT 2022","Wed Mar 16 13:30:50 PDT 2022","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Kaley_Cuoco","Person has been married, got divorced"
"3YOAVL4CA1HRWS9J3H3SJXZRVMO4ZF","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:29 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:29 PDT 2022","","","3AMW0RGHOE2LRGFDOFPOFSY17PHPNV","A30BPQ2QGZOXN8","Submitted","Sun Mar 13 13:20:57 PDT 2022","Sun Mar 13 13:21:05 PDT 2022","Wed Mar 16 13:21:05 PDT 2022","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Kaley_Cuoco","Person has been married, got divorced"
"3YOAVL4CA1HRWS9J3H3SJXZRVMO4ZF","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:29 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:29 PDT 2022","","","3JZQSN0I3RA3QB9XN8GODEB0478GFB","A5VV2BPMPA2KO","Submitted","Sun Mar 13 13:17:32 PDT 2022","Sun Mar 13 13:17:39 PDT 2022","Wed Mar 16 13:17:39 PDT 2022","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Kaley_Cuoco","Person has been married, got divorced"
"3QHITW7OYP9XKPO9PMU6579NITZQAI","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:49 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:49 PDT 2022","","","32AT8R96GM9VZYFEDX54OSV625LSUA","A1BPDQHAPW0TAA","Submitted","Sun Mar 13 13:42:35 PDT 2022","Sun Mar 13 13:46:36 PDT 2022","Wed Mar 16 13:46:36 PDT 2022","","","","241","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Fairuza_Balk","Person has never been married"
"3QHITW7OYP9XKPO9PMU6579NITZQAI","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:49 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:49 PDT 2022","","","37QW5D2ZRHMX1181AU4ZS0DH5ETS8U","A1LUTT0JNPXCJ1","Submitted","Sun Mar 13 13:41:55 PDT 2022","Sun Mar 13 13:42:05 PDT 2022","Wed Mar 16 13:42:05 PDT 2022","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Fairuza_Balk","Person has never been married"
"3QHITW7OYP9XKPO9PMU6579NITZQAI","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:49 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:49 PDT 2022","","","3GA6AFUKOPOMAVOFNJX4X5Y4GHL3HT","A1Z99W4B6XOZPV","Submitted","Sun Mar 13 13:43:11 PDT 2022","Sun Mar 13 13:43:26 PDT 2022","Wed Mar 16 13:43:26 PDT 2022","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Fairuza_Balk","Person has never been married"
"3ICOHX7ENDBCM90MOT2DMK8WQ4ZE03","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:27 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:27 PDT 2022","","","3M81GAB8A1J4QJRVL2Z4O2OHVWQQBZ","A27QE21NJHQMJY","Submitted","Sun Mar 13 13:23:48 PDT 2022","Sun Mar 13 13:36:27 PDT 2022","Wed Mar 16 13:36:27 PDT 2022","","","","759","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Emmy_Rossum","Person has been married, got divorced"
"3ICOHX7ENDBCM90MOT2DMK8WQ4ZE03","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:27 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:27 PDT 2022","","","3CFJTT4SXUQ4790MVDIFAYBZLWII72","A2P3OVSEX9AY3H","Submitted","Sun Mar 13 13:22:40 PDT 2022","Sun Mar 13 13:22:51 PDT 2022","Wed Mar 16 13:22:51 PDT 2022","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Emmy_Rossum","Person has been married, got divorced"
"3ICOHX7ENDBCM90MOT2DMK8WQ4ZE03","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:27 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:27 PDT 2022","","","392CY0QWG2R7OMI3TFK87MRPUUS4I4","A34M93NJC830DP","Submitted","Sun Mar 13 13:20:49 PDT 2022","Sun Mar 13 13:21:02 PDT 2022","Wed Mar 16 13:21:02 PDT 2022","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Emmy_Rossum","Person has been married, got divorced"
"3I01FDIL6N8EQDP07LV7ZQJQNQI2DI","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:28 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:28 PDT 2022","","","3VHP9MDGROKQ9ZTSLMK5NNQL6FHCFY","A34DYM8J0X5VK","Submitted","Sun Mar 13 13:21:59 PDT 2022","Sun Mar 13 13:22:12 PDT 2022","Wed Mar 16 13:22:12 PDT 2022","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Philip_Seymour_Hoffman","Person has never been married"
"3I01FDIL6N8EQDP07LV7ZQJQNQI2DI","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:28 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:28 PDT 2022","","","34QN5IT0T0RX0SOP1SLFIU7YAM708C","A34M93NJC830DP","Submitted","Sun Mar 13 13:21:55 PDT 2022","Sun Mar 13 13:22:16 PDT 2022","Wed Mar 16 13:22:16 PDT 2022","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Philip_Seymour_Hoffman","Person has never been married"
"3I01FDIL6N8EQDP07LV7ZQJQNQI2DI","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:28 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:28 PDT 2022","","","3K5TEWLKGWB6IZ1IDBLVGCR27EOIVT","A3RR91G2KJO9NI","Submitted","Sun Mar 13 13:17:50 PDT 2022","Sun Mar 13 13:18:03 PDT 2022","Wed Mar 16 13:18:03 PDT 2022","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Philip_Seymour_Hoffman","Person has never been married"
"359AP8GAGHKB7MGSD1HRBBIGD6SC78","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:29 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:29 PDT 2022","","","34YB12FSQZO9WL1E9VK184V918KGMI","A3UJSHNV2JWDLH","Submitted","Sun Mar 13 13:18:03 PDT 2022","Sun Mar 13 13:19:53 PDT 2022","Wed Mar 16 13:19:53 PDT 2022","","","","110","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Naomi_Watts","Person has been married, got divorced"
"359AP8GAGHKB7MGSD1HRBBIGD6SC78","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:29 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:29 PDT 2022","","","34T446B1C1EZCVE2I41KKG3H0DSC0U","A5VV2BPMPA2KO","Submitted","Sun Mar 13 13:24:58 PDT 2022","Sun Mar 13 13:25:07 PDT 2022","Wed Mar 16 13:25:07 PDT 2022","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Naomi_Watts","Person has been married, got divorced"
"359AP8GAGHKB7MGSD1HRBBIGD6SC78","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:29 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:29 PDT 2022","","","36V4Q8R5ZL009AVSCRPD2IZB7VXMQN","ARW1TCHCLEK1W","Submitted","Sun Mar 13 13:39:54 PDT 2022","Sun Mar 13 13:40:03 PDT 2022","Wed Mar 16 13:40:03 PDT 2022","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Naomi_Watts","Person has never been married"
"3YGYP1364294G9XYB5OBW33SDMZRN3","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:27 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:27 PDT 2022","","","3CFVK00FWMLNTAUNX6A0W03V7PRL6J","A3BISMR4GI02ZG","Submitted","Sun Mar 13 13:17:14 PDT 2022","Sun Mar 13 13:17:20 PDT 2022","Wed Mar 16 13:17:20 PDT 2022","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Lili_Taylor","Person is married, never divorced"
"3YGYP1364294G9XYB5OBW33SDMZRN3","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:27 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:27 PDT 2022","","","3N4BPTXIO9SXBF268OW2X64WLB5KUI","A5VV2BPMPA2KO","Submitted","Sun Mar 13 13:22:50 PDT 2022","Sun Mar 13 13:22:59 PDT 2022","Wed Mar 16 13:22:59 PDT 2022","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Lili_Taylor","Person is married, never divorced"
"3YGYP1364294G9XYB5OBW33SDMZRN3","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:27 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:27 PDT 2022","","","3ZWFC4W1UV7UF1IB3JA0CIP76GJRFI","ARW1TCHCLEK1W","Submitted","Sun Mar 13 13:19:32 PDT 2022","Sun Mar 13 13:19:40 PDT 2022","Wed Mar 16 13:19:40 PDT 2022","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Lili_Taylor","Person is married, never divorced"
"3E24UO25Q0QTCBZQKWLQ0XC179R6O0","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:27 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:27 PDT 2022","","","3XXU1SWE8NVBJGH4YQ5TELDT0A7A0Q","A1FO1FFHJQQGWQ","Submitted","Sun Mar 13 13:22:11 PDT 2022","Sun Mar 13 13:23:31 PDT 2022","Wed Mar 16 13:23:31 PDT 2022","","","","80","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Joey_King","Person has never been married"
"3E24UO25Q0QTCBZQKWLQ0XC179R6O0","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:27 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:27 PDT 2022","","","34QN5IT0T0RX0SOP1SLFIU7YAM608B","A1GC6CN3F0IHWN","Submitted","Sun Mar 13 13:16:01 PDT 2022","Sun Mar 13 13:16:07 PDT 2022","Wed Mar 16 13:16:07 PDT 2022","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Joey_King","Person has never been married"
"3E24UO25Q0QTCBZQKWLQ0XC179R6O0","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:27 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:27 PDT 2022","","","3SITXWYCNW9OZGS77GUWIAKASZFBXJ","A1VLAWXWCZCEFI","Submitted","Sun Mar 13 13:34:43 PDT 2022","Sun Mar 13 13:34:50 PDT 2022","Wed Mar 16 13:34:50 PDT 2022","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/Joey_King","Person has never been married"
"33IXYHIZB6IJIJ303G6R581BN2J2EB","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:28 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:28 PDT 2022","","","3UJ1CZ6IZIPEEJPZCWXWGG3Q3OP5S2","A2G9X9TG2XIUDO","Submitted","Sun Mar 13 13:22:57 PDT 2022","Sun Mar 13 13:23:02 PDT 2022","Wed Mar 16 13:23:02 PDT 2022","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/George_Clooney","Person is married, never divorced"
"33IXYHIZB6IJIJ303G6R581BN2J2EB","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:28 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:28 PDT 2022","","","3ZAZR5XV02IWEGKSMYECQF63IKBZC9","A5VV2BPMPA2KO","Submitted","Sun Mar 13 13:26:36 PDT 2022","Sun Mar 13 13:26:44 PDT 2022","Wed Mar 16 13:26:44 PDT 2022","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/George_Clooney","Person has been married, got divorced"
"33IXYHIZB6IJIJ303G6R581BN2J2EB","373MH2DFEY18GX2H62COBKTK3ZOHBQ","Has this Actor Been Divorced Or Not?","Choose the correct category for the person in the document","document, classification","$0.01","Sun Mar 13 13:11:28 PDT 2022","3","BatchId:4690522;OriginalHitTemplateId:928390860;","3600","259200","Sun Mar 20 13:11:28 PDT 2022","","","3EICBYG645W6E1FO4CBQ2LIDZM6CJ9","AZPZDX26SYMFY","Submitted","Sun Mar 13 14:28:28 PDT 2022","Sun Mar 13 14:35:44 PDT 2022","Wed Mar 16 14:35:44 PDT 2022","","","","436","0% (0/0)","0% (0/0)","0% (0/0)","https://en.wikipedia.org/wiki/George_Clooney","Person has been married, got divorced"
